,age,asists,avgp,aw,blocks,clear,crosses,disp,drb,flag,fouled,fouls,full_time,goals,half_time,inter,keyp,league,longb,mins,motm,name,off,offsides,owng,player_number,position,ps_x,ps_y,rating,red,spg,tackles,tall,team_name,thrb,unstch,weight,yel
1150,33.0,2.0,0.6,2.2,0.1,0.5,72.6,1.5,0.2,it,1.3,1.4,26.0,10.0,7.0,0.0,0.6,SerieA,0.0,2361.0,0.0,Alberto Gilardino,1.4,0.0,0.0,668.0, FW,72.6,16.2,6.52,0.0,1.5,0.2,184.0,Palermo,0.1,2.3,79.0,4.0
1159,22.0,1.0,0.1,0.1,0.0,0.4,75.6,1.1,0.2,rs,0.4,0.9,5.0,2.0,9.0,0.1,0.1,SerieA,0.0,473.0,0.0,Uros Djurdjevic,0.3,0.0,0.0,141966.0, FW,75.6,5.6,6.23,0.0,0.6,0.4,182.0,Palermo,0.1,0.9,82.0,2.0
1174,29.0,2.0,1.1,0.7,0.0,0.6,73.0,1.6,0.3,co,0.6,0.8,36.0,18.0,2.0,0.3,1.1,SerieA,0.1,3170.0,0.0,Carlos Bacca,1.4,0.1,0.0,71687.0, FW,73.0,17.7,6.89,0.0,2.0,0.3,181.0,AC Milan,0.6,2.0,77.0,2.0
1181,25.0,1.0,1.2,0.5,0.1,0.2,72.4,1.0,0.2,it,2.0,1.3,8.0,1.0,12.0,0.1,1.2,SerieA,1.1,828.0,1.0,Mario Balotelli,0.2,0.0,0.0,33799.0, FW,72.4,14.3,6.6,0.0,2.2,0.5,189.0,AC Milan,0.7,1.4,88.0,6.0
1184,29.0,3.0,0.7,1.3,0.0,0.2,77.6,0.5,0.2,br,1.3,1.1,12.0,4.0,14.0,0.3,0.7,SerieA,0.0,1187.0,1.0,Luiz Adriano,0.3,0.0,0.0,14105.0, FW,77.6,10.5,6.45,0.0,1.0,0.4,182.0,AC Milan,0.6,1.2,71.0,4.0
1204,33.0,0.0,0.7,0.7,0.1,1.3,69.6,1.3,0.7,it,1.2,1.1,13.0,3.0,3.0,0.3,0.7,SerieA,0.4,1223.0,0.0,Fabio Quagliarella,1.6,0.0,0.0,9730.0, FW,69.6,16.4,6.67,0.0,3.1,0.6,180.0,Sampdoria,1.1,2.0,79.0,1.0
1227,24.0,0.0,0.0,0.2,0.0,0.0,25.0,0.0,0.0,ar,0.0,0.2,0.0,0.0,6.0,0.0,0.0,SerieA,0.0,38.0,0.0,Alejandro Rodriguez,0.0,0.0,0.0,93715.0, FW,25.0,0.7,6.0,0.0,0.0,0.0,180.0,Sampdoria,0.0,0.3,77.0,0.0
1231,22.0,4.0,0.8,1.5,0.1,0.3,76.7,1.2,0.5,it,2.9,1.9,31.0,12.0,4.0,0.4,0.8,SerieA,0.1,2597.0,5.0,Andrea Belotti,0.8,0.0,0.0,112272.0, FW,76.7,15.6,7.03,0.0,2.0,1.4,173.0,Torino,0.4,1.7,72.0,4.0
1239,26.0,2.0,1.4,0.9,0.1,0.2,70.9,1.4,0.5,it,1.3,1.5,11.0,5.0,3.0,0.0,1.4,SerieA,0.3,988.0,2.0,Ciro Immobile,0.6,0.0,0.0,70141.0, FW,70.9,16.9,6.78,0.0,2.7,0.4,181.0,Torino,1.1,2.7,85.0,2.0
1244,33.0,0.0,0.5,1.0,0.1,0.4,67.8,1.3,0.9,it,1.6,1.5,16.0,5.0,0.0,0.1,0.5,SerieA,0.1,1354.0,0.0,Fabio Quagliarella,1.2,0.0,0.0,9730.0, FW,67.8,18.4,6.66,0.0,3.0,0.7,180.0,Torino,1.2,1.9,79.0,0.0
1248,23.0,1.0,0.7,0.6,0.0,0.0,83.1,0.3,0.3,ve,0.7,0.9,10.0,3.0,11.0,0.2,0.7,SerieA,0.0,921.0,1.0,Josef Martínez,0.6,0.0,0.0,93932.0, FW,83.1,7.6,6.48,0.0,1.7,0.5,172.0,Torino,0.3,0.6,68.0,0.0
1250,32.0,2.0,0.4,0.5,0.0,0.1,66.2,1.0,0.2,ar,0.5,2.2,8.0,4.0,18.0,0.0,0.4,SerieA,0.0,1075.0,0.0,Maxi López,0.2,0.0,0.0,13554.0, FW,66.2,7.8,6.36,0.0,1.0,0.5,189.0,Torino,0.2,0.9,83.0,2.0
1254,36.0,0.0,1.0,1.0,0.0,0.0,75.0,0.0,0.0,br,0.0,1.0,0.0,0.0,1.0,0.0,1.0,SerieA,0.0,8.0,0.0,Amauri,2.0,0.0,0.0,5795.0, FW,75.0,4.0,6.05,0.0,0.0,0.0,186.0,Torino,0.0,1.0,83.0,0.0
1270,25.0,3.0,0.4,1.9,0.1,1.0,,1.8,0.2,it,1.8,1.6,25.0,8.0,2.0,0.3,0.4,SerieA,,2140.0,0.0,Mattia Destro,1.1,0.0,0.0,67434.0, FW,64.1,15.6,6.67,0.0,2.4,0.7,178.0,Bologna,,3.1,72.0,9.0
1276,34.0,1.0,0.7,1.4,0.0,0.8,,1.6,0.3,it,1.4,1.3,10.0,2.0,8.0,0.3,0.7,SerieA,,1116.0,2.0,Sergio Floccari,0.4,0.0,0.0,14152.0, FW,82.2,19.1,6.54,0.0,1.4,0.3,180.0,Bologna,,2.1,80.0,0.0
1282,31.0,0.0,0.4,0.4,0.1,0.3,,0.1,0.4,it,0.8,0.2,3.0,1.0,6.0,0.0,0.4,SerieA,,322.0,0.0,Matteo Mancosu,1.2,0.0,0.0,294041.0, FW,69.8,7.0,6.23,0.0,0.2,0.2,182.0,Bologna,,0.6,75.0,0.0
1285,28.0,0.0,0.2,1.2,0.2,0.3,,0.2,0.3,it,0.3,0.0,2.0,0.0,4.0,0.2,0.2,SerieA,,206.0,0.0,Robert Acquafresca,0.2,0.0,0.0,13901.0, FW,67.9,8.8,6.09,0.0,0.5,0.2,184.0,Bologna,,0.2,67.0,0.0
1290,34.0,0.0,0.6,1.3,0.0,0.6,82.5,2.1,0.4,it,1.4,1.7,5.0,4.0,2.0,0.1,0.6,SerieA,0.1,439.0,1.0,Sergio Floccari,0.9,0.0,0.0,14152.0, FW,82.5,11.4,7.14,0.0,2.9,1.0,180.0,Sassuolo,0.7,1.9,80.0,1.0
1310,24.0,1.0,0.6,1.0,0.0,0.2,75.0,1.2,0.3,it,1.2,1.1,11.0,2.0,15.0,0.2,0.6,SerieA,0.1,1113.0,0.0,Diego Falcinelli,0.3,0.0,0.0,79674.0, FW,75.0,8.5,6.3,0.0,1.0,0.5,186.0,Sassuolo,0.1,1.4,75.0,1.0
1314,22.0,9.0,2.1,0.1,0.1,0.0,84.9,2.3,1.0,ar,2.1,0.6,29.0,19.0,5.0,0.4,2.1,SerieA,1.5,2465.0,7.0,Paulo Dybala,0.5,0.0,0.0,114863.0, FW,84.9,30.1,7.71,0.0,3.1,0.4,176.0,Juventus,1.7,1.9,73.0,1.0
1319,30.0,4.0,1.0,2.4,0.2,0.7,70.6,1.0,0.7,hr,1.1,1.9,24.0,10.0,3.0,0.4,1.0,SerieA,0.1,2050.0,4.0,Mario Mandzukic,0.4,0.0,0.0,24088.0, FW,70.6,20.2,7.2,0.0,1.4,1.3,190.0,Juventus,0.4,1.1,85.0,5.0
1336,24.0,0.0,0.3,0.9,0.1,0.2,75.9,0.7,0.3,it,0.6,1.4,5.0,5.0,14.0,0.3,0.3,SerieA,0.1,663.0,0.0,Simone Zaza,0.7,0.1,0.0,71647.0, FW,75.9,8.7,6.48,1.0,1.6,0.3,186.0,Juventus,0.2,1.3,83.0,6.0
1339,31.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,es,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SerieA,0.0,11.0,0.0,Fernando Llorente,0.0,0.0,0.0,13361.0, FW,50.0,6.0,6.09,0.0,0.0,0.0,195.0,Juventus,0.0,1.0,90.0,0.0
1353,30.0,6.0,0.7,3.3,0.1,0.7,66.4,1.8,0.3,ba,1.5,1.4,21.0,8.0,10.0,0.1,0.7,SerieA,0.0,1954.0,1.0,Edin Dzeko,0.4,0.0,0.0,24845.0, FW,66.4,19.1,6.86,1.0,2.7,0.4,193.0,Roma,0.6,1.9,84.0,4.0
1384,32.0,2.0,1.1,2.8,0.1,1.1,68.4,1.0,0.6,cl,1.7,2.1,16.0,5.0,4.0,0.4,1.1,SerieA,0.2,1342.0,1.0,Mauricio Pinilla,0.8,0.1,0.0,5734.0, FW,68.4,17.0,6.81,1.0,2.1,0.9,187.0,Atalanta,0.7,2.0,78.0,8.0
1389,34.0,1.0,1.1,2.9,0.1,0.6,70.7,1.2,0.1,ar,1.2,1.4,12.0,4.0,3.0,0.1,1.1,SerieA,0.0,977.0,1.0,Germán Denis,0.1,0.0,0.0,14484.0, FW,70.7,22.7,6.67,0.0,1.3,0.4,183.0,Atalanta,0.3,1.4,78.0,0.0
1393,34.0,1.0,0.6,1.3,0.1,0.8,79.6,1.3,0.1,it,0.9,1.8,8.0,4.0,7.0,0.4,0.6,SerieA,0.1,851.0,2.0,Marco Borriello,0.5,0.1,0.0,4644.0, FW,79.6,14.1,6.59,0.0,1.7,0.2,180.0,Atalanta,0.5,1.4,73.0,3.0
1412,34.0,3.0,1.0,1.6,0.1,0.7,80.8,1.3,0.1,it,1.0,1.7,8.0,4.0,4.0,0.3,1.0,SerieA,0.3,748.0,0.0,Marco Borriello,1.0,0.0,0.0,4644.0, FW,80.8,16.5,6.92,1.0,2.5,1.0,180.0,Carpi,0.7,2.0,73.0,1.0
1427,23.0,2.0,1.0,2.3,0.2,1.3,66.4,1.1,0.2,ng,1.8,1.5,20.0,2.0,4.0,0.3,1.0,SerieA,0.2,1700.0,0.0,Jerry Mbakogu,0.9,0.0,0.0,90945.0, FW,66.4,18.8,6.58,0.0,1.4,0.6,185.0,Carpi,0.2,2.5,78.0,2.0
1434,23.0,2.0,0.6,1.5,0.0,0.5,61.7,0.6,0.3,it,0.5,1.1,8.0,5.0,28.0,0.3,0.6,SerieA,0.1,1483.0,0.0,Kevin Lasagna,0.4,0.0,0.0,294169.0, FW,61.7,10.7,6.37,0.0,1.2,0.4,186.0,Carpi,0.1,1.5,80.0,1.0
1438,31.0,0.0,0.5,1.3,0.1,0.8,62.9,0.3,0.2,it,0.8,0.8,7.0,1.0,5.0,0.3,0.5,SerieA,0.0,579.0,0.0,Matteo Mancosu,0.6,0.0,0.0,294041.0, FW,62.9,11.0,6.33,0.0,0.8,0.3,182.0,Carpi,0.1,0.7,75.0,2.0
1447,23.0,4.0,1.0,1.4,0.1,1.0,73.0,0.5,0.3,ar,1.2,0.6,32.0,16.0,1.0,0.2,1.0,SerieA,0.2,2600.0,3.0,Mauro Icardi,0.5,0.0,0.0,106964.0, FW,73.0,15.9,6.97,0.0,1.7,0.1,181.0,Inter,0.4,1.5,75.0,1.0
1481,25.0,2.0,0.5,2.1,0.1,0.6,67.2,1.4,0.2,co,1.8,1.7,15.0,8.0,10.0,0.4,0.5,SerieA,0.2,1515.0,1.0,Duván Zapata,0.4,0.0,0.0,41073.0, FW,67.2,12.2,6.63,0.0,2.1,0.2,189.0,Udinese,0.2,2.6,80.0,5.0
1490,38.0,4.0,1.0,0.3,0.0,0.0,72.9,0.3,0.2,it,0.5,0.1,12.0,2.0,11.0,0.1,1.0,SerieA,0.6,1146.0,0.0,Antonio Di Natale,0.7,0.0,0.0,4018.0, FW,72.9,12.2,6.41,0.0,1.4,0.1,170.0,Udinese,0.7,0.8,70.0,0.0
1492,20.0,0.0,0.3,0.7,0.1,0.3,64.6,0.9,0.4,hr,0.9,1.2,5.0,2.0,6.0,0.2,0.3,SerieA,0.1,463.0,1.0,Stipe Perica,0.2,0.0,0.0,121282.0, FW,64.6,8.7,6.33,0.0,1.4,0.1,192.0,Udinese,0.0,1.7,76.0,1.0
1508,30.0,7.0,1.0,3.2,0.1,0.4,63.1,1.0,1.0,it,2.1,1.8,19.0,5.0,7.0,0.4,1.0,SerieA,0.4,1655.0,2.0,Riccardo Meggiorini,0.8,0.0,0.0,25820.0, FW,63.1,16.3,6.85,1.0,1.5,0.7,183.0,Chievo,0.2,1.2,75.0,8.0
1514,26.0,2.0,0.6,0.3,0.1,0.1,68.5,1.5,0.5,it,1.0,1.5,19.0,8.0,2.0,0.3,0.6,SerieA,0.0,1673.0,0.0,Alberto Paloschi,1.2,0.0,0.0,33834.0, FW,68.5,17.4,6.59,0.0,2.0,0.5,175.0,Chievo,0.3,1.7,68.0,1.0
1520,24.0,1.0,0.4,1.8,0.0,0.4,69.3,1.5,0.3,it,1.6,1.7,14.0,3.0,12.0,0.3,0.4,SerieA,0.1,1379.0,0.0,Roberto Inglese,0.9,0.0,0.0,90946.0, FW,69.3,12.8,6.43,0.0,1.3,0.6,187.0,Chievo,0.2,1.9,75.0,3.0
1521,37.0,0.0,0.7,1.1,0.0,0.2,71.9,0.6,0.4,it,1.3,0.5,10.0,5.0,9.0,0.1,0.7,SerieA,0.0,951.0,0.0,Sergio Pellissier,0.9,0.0,0.0,4368.0, FW,71.9,10.7,6.36,0.0,1.2,0.2,176.0,Chievo,0.2,1.3,75.0,2.0
1533,36.0,5.0,1.0,0.6,0.1,0.7,71.2,2.1,0.7,it,1.4,1.2,35.0,13.0,2.0,0.1,1.0,SerieA,0.2,2765.0,1.0,Massimo Maccarone,0.9,0.0,0.0,3853.0, FW,71.2,17.5,6.82,0.0,2.2,0.7,180.0,Empoli,0.2,1.2,73.0,4.0
1538,25.0,3.0,1.2,0.1,0.0,0.1,83.1,2.0,0.9,it,1.5,1.2,33.0,6.0,5.0,0.5,1.2,SerieA,0.2,3035.0,1.0,Manuel Pucciarelli,0.4,0.0,0.0,128778.0, FW,83.1,26.9,6.68,0.0,1.5,1.0,180.0,Empoli,0.2,1.8,76.0,2.0
1549,22.0,0.0,0.3,0.1,0.0,0.1,73.9,1.8,0.2,hr,0.9,1.3,4.0,1.0,14.0,0.3,0.3,SerieA,0.1,597.0,0.0,Marko Livaja,0.3,0.1,0.0,87310.0, FW,73.9,10.2,6.13,0.0,0.9,0.1,182.0,Empoli,0.1,1.3,81.0,7.0
1551,26.0,0.0,0.2,0.6,0.0,0.1,75.6,1.1,0.2,ge,0.1,0.9,2.0,0.0,11.0,0.0,0.2,SerieA,0.0,311.0,0.0,Levan Mchedlidze,0.1,0.0,0.0,32380.0, FW,75.6,6.9,6.0,1.0,0.9,0.3,187.0,Empoli,0.2,1.0,83.0,2.0
1563,30.0,1.0,1.1,2.7,0.2,1.3,62.1,1.0,0.4,,1.4,1.5,33.0,9.0,4.0,0.2,1.1,SerieA,0.0,2913.0,1.0,Daniel Ciofani,1.1,0.1,0.0,19792.0, FW,62.1,16.3,6.68,0.0,2.1,0.3,192.0,Frosinone,0.2,2.0,85.0,1.0
1579,24.0,1.0,0.2,0.2,0.0,0.0,61.4,0.4,0.3,it,0.3,0.7,3.0,0.0,15.0,0.1,0.2,SerieA,0.0,323.0,0.0,Samuele Longo,0.2,0.0,0.0,83755.0, FW,61.4,3.2,5.99,0.0,0.6,0.2,185.0,Frosinone,0.1,0.7,75.0,2.0
1580,23.0,0.0,0.2,0.5,0.0,0.0,80.6,1.2,1.7,cl,2.3,2.0,3.0,0.0,3.0,0.0,0.2,SerieA,0.0,306.0,0.0,Nicolás Castillo,0.0,0.0,0.0,248018.0, FW,80.6,10.3,5.95,0.0,1.7,0.7,177.0,Frosinone,0.7,2.5,76.0,1.0
1585,27.0,3.0,0.9,4.6,0.2,0.6,69.6,1.2,0.2,it,1.4,3.0,22.0,14.0,3.0,0.2,0.9,SerieA,0.0,1917.0,3.0,Leonardo Pavoletti,1.0,0.0,0.0,95822.0, FW,69.6,19.1,7.17,1.0,2.7,0.6,188.0,Genoa,0.6,2.0,85.0,3.0
1607,27.0,0.0,0.6,2.4,0.0,0.1,60.8,1.3,0.6,si,0.4,2.0,5.0,0.0,2.0,0.1,0.6,SerieA,0.1,466.0,0.0,Tim Matavz,1.1,0.0,0.0,25518.0, FW,60.8,13.9,6.34,0.0,1.4,0.3,188.0,Genoa,0.1,1.0,81.0,0.0
1611,28.0,2.0,1.5,0.3,0.1,0.4,78.1,1.9,0.5,ar,1.0,0.9,35.0,36.0,0.0,0.3,1.5,SerieA,0.1,2978.0,9.0,Gonzalo Higuaín,0.9,0.0,0.0,19729.0, FW,78.1,25.9,7.74,1.0,5.2,0.5,184.0,Napoli,1.3,1.7,79.0,1.0
1636,23.0,6.0,1.4,2.5,0.1,0.1,72.7,2.5,0.2,be,0.7,0.8,36.0,18.0,1.0,0.0,1.4,PremierLeague,0.2,3177.0,4.0,Romelu Lukaku,0.4,0.0,0.0,78498.0, FW,72.7,29.7,7.16,0.0,3.2,0.4,190.0,Everton,0.6,2.2,94.0,3.0
1661,26.0,0.0,0.6,0.4,0.0,0.0,76.7,0.4,0.4,sn,0.6,0.4,2.0,0.0,3.0,0.6,0.6,PremierLeague,0.4,142.0,0.0,Oumar Niasse,0.0,0.0,0.0,111141.0, FW,76.7,8.6,6.24,0.0,0.4,0.8,182.0,Everton,0.2,0.8,82.0,0.0
1667,30.0,6.0,1.2,3.7,0.0,1.0,66.1,2.1,0.1,it,0.9,1.3,23.0,11.0,7.0,0.3,1.2,PremierLeague,0.1,2174.0,4.0,Graziano Pellè,0.5,0.0,0.0,17909.0, FW,66.1,29.0,7.08,0.0,2.7,0.5,193.0,Southampton,1.0,1.9,89.0,6.0
1686,26.0,0.0,0.1,1.3,0.0,1.0,64.0,1.0,0.4,gb,1.0,0.4,2.0,1.0,5.0,0.0,0.1,PremierLeague,0.1,208.0,0.0,Charlie Austin,0.3,0.0,0.0,82102.0, FW,64.0,7.1,6.4,0.0,1.1,0.7,188.0,Southampton,0.1,0.6,84.0,0.0
1694,26.0,1.0,0.5,0.4,0.0,0.3,78.2,2.3,0.2,gb,0.9,0.1,11.0,8.0,3.0,0.2,0.5,PremierLeague,0.1,980.0,1.0,Daniel Sturridge,0.5,0.0,0.0,23736.0, FW,78.2,22.6,7.12,0.0,3.4,0.2,188.0,Liverpool,0.9,1.5,76.0,0.0
1704,25.0,3.0,1.1,4.4,0.0,0.4,66.1,1.1,0.1,be,0.9,1.0,14.0,9.0,15.0,0.0,1.1,PremierLeague,0.0,1520.0,3.0,Christian Benteke,0.6,0.0,0.0,68312.0, FW,66.1,17.7,6.83,0.0,2.1,0.3,190.0,Liverpool,0.4,1.7,83.0,2.0
1734,29.0,6.0,0.9,2.7,0.1,0.7,68.1,1.2,0.6,fr,0.9,1.1,26.0,16.0,12.0,0.3,0.9,PremierLeague,0.1,2431.0,1.0,Olivier Giroud,0.7,0.0,1.0,24444.0, FW,68.1,22.1,7.07,0.0,2.7,0.9,192.0,Arsenal,0.2,2.2,88.0,2.0
1751,30.0,1.0,0.9,4.1,0.0,0.8,68.8,1.7,0.3,cd,1.6,0.6,15.0,7.0,14.0,0.1,0.9,PremierLeague,0.0,1589.0,1.0,Dieumerci Mbokani,1.0,0.0,0.0,22820.0, FW,68.8,16.7,6.81,0.0,1.3,0.4,185.0,Norwich,0.1,1.7,80.0,0.0
1769,29.0,2.0,0.2,2.2,0.0,0.3,63.2,1.1,0.1,gb,0.3,1.1,19.0,3.0,15.0,0.2,0.2,PremierLeague,0.0,1776.0,0.0,Cameron Jerome,0.6,0.0,0.0,10737.0, FW,63.2,11.9,6.3,0.0,1.4,0.3,185.0,Norwich,0.2,1.1,85.0,2.0
1774,28.0,0.0,0.8,0.0,0.0,0.0,84.3,1.0,0.3,gb,0.3,0.3,3.0,1.0,3.0,0.0,0.8,PremierLeague,0.3,250.0,0.0,Lewis Grabban,0.8,0.0,0.0,19736.0, FW,84.3,11.7,6.17,0.0,0.7,0.0,183.0,Norwich,0.3,0.3,71.0,0.0
1776,28.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,gb,0.5,0.0,0.0,0.0,2.0,0.0,0.0,PremierLeague,0.0,11.0,0.0,Gary Hooper,0.0,0.0,0.0,17885.0, FW,80.0,2.5,5.96,0.0,0.5,0.0,175.0,Norwich,0.5,0.0,71.0,0.0
1791,26.0,1.0,0.5,2.6,0.0,0.5,71.8,0.9,0.8,es,0.8,0.9,10.0,4.0,12.0,0.3,0.5,PremierLeague,0.2,1090.0,1.0,Joselu,0.4,0.0,0.0,74603.0, FW,71.8,17.2,6.59,0.0,1.3,0.6,192.0,Stoke,0.5,1.6,80.0,0.0
1794,35.0,1.0,0.4,4.5,0.0,0.8,57.9,0.7,0.5,gb,0.4,1.2,4.0,0.0,7.0,0.4,0.4,PremierLeague,0.0,458.0,0.0,Peter Crouch,0.8,0.0,0.0,3807.0, FW,57.9,13.8,6.47,0.0,0.6,0.3,201.0,Stoke,0.0,1.1,75.0,0.0
1816,26.0,2.0,0.8,2.7,0.0,1.3,65.5,2.6,0.5,ve,1.0,1.0,30.0,9.0,4.0,0.4,0.8,PremierLeague,0.2,2568.0,1.0,Salomón Rondón,0.8,0.0,0.0,25964.0, FW,65.5,18.5,6.62,1.0,2.1,0.3,189.0,West Bromwich Albion,0.3,2.7,85.0,1.0
1823,28.0,0.0,0.5,2.8,0.0,0.8,64.8,0.9,0.2,ng,0.7,0.2,3.0,0.0,7.0,0.2,0.5,PremierLeague,0.0,365.0,0.0,Victor Anichebe,0.4,0.0,0.0,14114.0, FW,64.8,10.8,6.4,0.0,1.3,0.2,185.0,West Bromwich Albion,0.0,1.5,80.0,0.0
1830,34.0,1.0,0.6,1.1,0.0,0.3,68.1,0.6,0.2,gb,0.4,0.3,5.0,1.0,14.0,0.0,0.6,PremierLeague,0.0,618.0,0.0,Rickie Lambert,0.1,0.0,0.0,8409.0, FW,68.1,14.4,6.18,0.0,0.7,0.0,188.0,West Bromwich Albion,0.3,0.9,77.0,2.0
1846,29.0,2.0,0.5,1.8,0.0,0.7,70.4,1.2,0.7,ar,0.6,0.7,7.0,6.0,22.0,0.2,0.5,PremierLeague,0.0,970.0,0.0,Leonardo Ulloa,0.2,0.0,0.0,19847.0, FW,70.4,13.7,6.6,0.0,1.2,0.9,190.0,Leicester,0.2,1.2,80.0,0.0
1853,25.0,0.0,0.5,0.0,0.0,0.0,72.7,0.0,0.0,hr,0.0,0.5,0.0,0.0,2.0,0.0,0.5,PremierLeague,0.0,22.0,0.0,Andrej Kramaric,0.0,0.0,0.0,75217.0, FW,72.7,5.5,6.09,0.0,0.5,0.5,177.0,Leicester,0.0,1.0,73.0,0.0
1869,24.0,0.0,0.5,0.3,0.2,0.1,73.3,1.7,0.2,gb,1.5,0.9,9.0,5.0,4.0,0.1,0.5,PremierLeague,0.1,773.0,1.0,Callum Wilson,0.3,0.0,0.0,134115.0, FW,73.3,10.1,6.53,0.0,1.3,0.4,180.0,Bournemouth,0.1,2.4,66.0,0.0
1873,32.0,0.0,0.3,1.2,0.2,0.5,65.4,0.8,0.5,gb,0.9,0.9,6.0,3.0,13.0,0.2,0.3,PremierLeague,0.1,669.0,0.0,Glenn Murray,0.6,0.0,0.0,21427.0, FW,65.4,9.4,6.38,0.0,1.2,0.4,183.0,Bournemouth,0.2,1.3,80.0,2.0
1876,28.0,0.0,0.2,0.3,0.1,0.1,82.0,0.8,0.4,gb,0.1,0.5,4.0,0.0,11.0,0.1,0.2,PremierLeague,0.1,570.0,0.0,Lewis Grabban,0.1,0.0,0.0,19736.0, FW,82.0,15.9,6.27,0.0,1.0,0.7,183.0,Bournemouth,0.5,0.8,71.0,2.0
1879,25.0,0.0,0.3,0.0,0.0,0.0,90.9,0.7,0.0,za,0.0,1.0,0.0,0.0,3.0,0.0,0.3,PremierLeague,0.0,38.0,0.0,Tokelo Rantie,0.3,0.0,0.0,136347.0, FW,90.9,3.7,6.12,0.0,0.3,1.0,172.0,Bournemouth,0.0,0.3,68.0,0.0
1902,22.0,1.0,0.3,0.3,0.1,0.0,63.9,0.9,0.4,cm,0.1,0.5,0.0,0.0,8.0,0.0,0.3,PremierLeague,0.1,185.0,0.0,Clinton N'Jie,0.3,0.0,0.0,121849.0, FW,63.9,9.0,6.31,0.0,0.8,0.9,175.0,Tottenham,0.1,0.9,68.0,0.0
1907,27.0,7.0,1.5,6.2,0.1,1.3,60.9,1.6,0.6,gb,0.9,1.3,36.0,13.0,2.0,0.4,1.5,PremierLeague,0.0,3293.0,3.0,Troy Deeney,0.5,0.1,1.0,25832.0, FW,60.9,34.0,7.28,0.0,2.5,1.3,180.0,Watford,0.9,1.8,76.0,6.0
1955,32.0,0.0,1.5,2.5,0.0,0.0,60.0,1.0,0.0,gb,0.5,4.0,2.0,0.0,0.0,0.0,1.5,PremierLeague,0.0,128.0,0.0,Glenn Murray,1.0,0.0,0.0,21427.0, FW,60.0,12.5,6.3,0.0,1.0,0.0,183.0,Crystal Palace,0.0,1.5,80.0,0.0
1956,32.0,1.0,0.5,1.7,0.0,0.6,76.1,2.2,0.3,tg,0.4,0.8,7.0,1.0,5.0,0.1,0.5,PremierLeague,0.1,618.0,0.0,Emmanuel Adebayor,0.9,0.0,0.0,6363.0, FW,76.1,19.2,6.24,0.0,1.0,0.2,191.0,Crystal Palace,0.6,1.6,82.0,1.0
1959,28.0,0.0,0.1,0.6,0.0,0.2,75.0,0.8,0.2,gb,0.2,0.7,4.0,0.0,7.0,0.4,0.1,PremierLeague,0.0,361.0,0.0,Fraizer Campbell,0.5,0.0,0.0,29299.0, FW,75.0,6.9,6.04,0.0,0.4,0.3,172.0,Crystal Palace,0.1,1.4,82.0,1.0
1975,29.0,0.0,0.5,4.0,0.1,0.4,61.7,1.9,0.3,gb,1.1,1.2,11.0,4.0,5.0,0.2,0.5,PremierLeague,0.0,1017.0,1.0,Steven Fletcher,0.5,0.0,0.0,9766.0, FW,61.7,18.1,6.73,0.0,1.6,0.7,186.0,Sunderland,0.3,1.7,76.0,0.0
1984,31.0,0.0,0.4,1.9,0.2,0.5,68.8,0.5,0.7,sn,1.8,1.8,5.0,1.0,6.0,0.6,0.4,PremierLeague,0.2,568.0,0.0,Dame N'Doye,0.5,0.0,0.0,31495.0, FW,68.8,17.2,6.54,0.0,0.8,1.1,186.0,Sunderland,0.8,1.5,81.0,2.0
1992,30.0,0.0,0.0,1.1,0.3,0.6,55.7,0.6,0.3,gb,0.6,0.8,4.0,0.0,6.0,0.5,0.0,PremierLeague,0.0,360.0,0.0,Danny Graham,0.1,0.0,0.0,10816.0, FW,55.7,8.8,6.17,0.0,0.4,0.1,183.0,Sunderland,0.3,0.8,87.0,0.0
2014,27.0,3.0,0.5,1.8,0.0,0.3,77.7,1.3,0.3,ci,0.8,0.7,13.0,4.0,13.0,0.1,0.5,PremierLeague,0.0,1224.0,1.0,Wilfried Bony,0.3,0.0,0.0,42705.0, FW,77.7,15.7,6.62,0.0,2.3,0.3,182.0,Manchester City,0.2,1.0,84.0,1.0
2015,19.0,1.0,0.5,0.5,0.0,0.2,76.9,1.5,0.2,ng,0.2,0.7,7.0,8.0,19.0,0.1,0.5,PremierLeague,0.0,753.0,1.0,Kelechi Iheanacho,0.1,0.0,0.0,289253.0, FW,76.9,13.3,6.56,0.0,1.1,0.5,187.0,Manchester City,0.2,1.0,77.0,1.0
2025,27.0,2.0,0.7,4.1,0.3,1.0,61.6,0.8,0.2,gb,0.9,1.4,13.0,9.0,14.0,0.3,0.7,PremierLeague,0.0,1436.0,1.0,Andy Carroll,0.3,0.0,0.0,23383.0, FW,61.6,16.1,6.92,0.0,2.1,0.3,193.0,West Ham,0.5,1.3,79.0,2.0
2028,26.0,1.0,0.7,2.6,0.1,0.9,62.2,2.1,0.4,sn,1.3,0.9,18.0,5.0,3.0,0.4,0.7,PremierLeague,0.1,1527.0,0.0,Diafra Sakho,0.6,0.0,0.0,83297.0, FW,62.2,16.4,6.88,0.0,2.3,0.7,184.0,West Ham,0.2,2.9,79.0,3.0
